transaction_id,account_id,applicant_id,date,description,amount,raw_type,balance_after,true_category
TX-004-00155,AC-004-CUR,APP-004,2026-06-20,VUE CINEMA,-38.65,DEB,-3141.58,entertainment
TX-004-00152,AC-004-CUR,APP-004,2026-06-23,NANDOS,-27.99,DEB,-3169.57,dining
TX-004-00142,AC-004-CUR,APP-004,2026-06-24,SAINSBURYS,-92.47,DEB,-3262.04,groceries
TX-004-00154,AC-004-CUR,APP-004,2026-06-26,EBAY,-53.73,DEB,-3315.77,shopping
TX-004-00133,AC-004-CUR,APP-004,2026-06-28,ACME LTD SALARY,2481.29,BGC,-834.48,income
TX-005-00002,AC-005-CUR,APP-005,2026-01-01,RENT LETTINGS DIRECT,-950.0,DD,812.97,rent_mortgage
TX-005-00007,AC-005-CUR,APP-005,2026-01-03,MORRISONS,-81.52,DEB,731.45,groceries
TX-005-00014,AC-005-CUR,APP-005,2026-01-03,SHELL FUEL,-49.79,DEB,681.66,transport
TX-005-00019,AC-005-CUR,APP-005,2026-01-04,DISNEY PLUS,-12.88,DEB,668.78,subscriptions
TX-005-00003,AC-005-CUR,APP-005,2026-01-05,BT BROADBAND,-96.0,DD,572.78,utilities
TX-005-00020,AC-005-CUR,APP-005,2026-01-05,AMAZON PRIME,-11.09,DEB,561.69,subscriptions
TX-005-00027,AC-005-CUR,APP-005,2026-01-05,VUE CINEMA,-28.92,DEB,532.77,entertainment
TX-005-00004,AC-005-CUR,APP-005,2026-01-06,VODAFONE MOBILE,-64.0,DD,468.77,utilities
TX-005-00005,AC-005-CUR,APP-005,2026-01-07,LB COUNCIL TAX,-140.0,DD,328.77,council_tax
TX-005-00013,AC-005-CUR,APP-005,2026-01-07,TRAINLINE,-50.99,DEB,277.78,transport
TX-005-00024,AC-005-CUR,APP-005,2026-01-07,DELIVEROO,-9.23,DEB,268.55,dining
TX-005-00028,AC-005-CUR,APP-005,2026-01-09,VUE CINEMA,-26.77,DEB,241.78,entertainment
TX-005-00006,AC-005-CUR,APP-005,2026-01-10,DIRECT LINE INSURANCE,-60.0,DD,181.78,insurance
TX-005-00008,AC-005-CUR,APP-005,2026-01-10,TESCO STORES,-83.4,DEB,98.38,groceries
TX-005-00012,AC-005-CUR,APP-005,2026-01-11,TFL TRAVEL,-38.33,DEB,60.05,transport
TX-005-00023,AC-005-CUR,APP-005,2026-01-12,NANDOS,-19.77,DEB,40.28,dining
TX-005-00021,AC-005-CUR,APP-005,2026-01-13,AMAZON PRIME,-7.8,DEB,32.48,subscriptions
TX-005-00016,AC-005-CUR,APP-005,2026-01-14,PADDYPOWER,-113.14,DEB,-80.66,gambling
TX-005-00015,AC-005-CUR,APP-005,2026-01-15,ZOPA LOAN,-100.0,DD,-180.66,loan_repayment
TX-005-00009,AC-005-CUR,APP-005,2026-01-17,CRV*4419 STORE 88 LEEDS,-95.44,DEB,-276.1,groceries
TX-005-00017,AC-005-CUR,APP-005,2026-01-17,PADDYPOWER,-121.18,DEB,-397.28,gambling
TX-005-00018,AC-005-CUR,APP-005,2026-01-21,LADBROKES,-121.71,DEB,-518.99,gambling
TX-005-00011,AC-005-CUR,APP-005,2026-01-22,TRAINLINE,-49.62,DEB,-568.61,transport
TX-005-00022,AC-005-CUR,APP-005,2026-01-22,NANDOS,-18.01,DEB,-586.62,dining
TX-005-00010,AC-005-CUR,APP-005,2026-01-24,TESCO STORES,-72.91,DEB,-659.53,groceries
TX-005-00025,AC-005-CUR,APP-005,2026-01-24,DELIVEROO,-25.05,DEB,-684.58,dining
TX-005-00026,AC-005-CUR,APP-005,2026-01-26,H AND M,-29.24,DEB,-713.82,shopping
TX-005-00001,AC-005-CUR,APP-005,2026-01-28,BLUEBIRD MEDIA PAYROLL,3057.36,BGC,2343.54,income
TX-005-00030,AC-005-CUR,APP-005,2026-02-01,RENT PROPERTYCO,-950.0,DD,1393.54,rent_mortgage
TX-005-00035,AC-005-CUR,APP-005,2026-02-03,MORRISONS,-67.64,DEB,1325.9,groceries
TX-005-00053,AC-005-CUR,APP-005,2026-02-03,GREGGS,-14.88,DEB,1311.02,dining
TX-005-00059,AC-005-CUR,APP-005,2026-02-03,STEAM GAMES,-35.53,DEB,1275.49,entertainment
TX-005-00041,AC-005-CUR,APP-005,2026-02-04,TFL TRAVEL,-38.77,DEB,1236.72,transport
TX-005-00043,AC-005-CUR,APP-005,2026-02-04,LADBROKES,-101.17,DEB,1135.55,gambling
TX-005-00031,AC-005-CUR,APP-005,2026-02-05,BT BROADBAND,-96.0,DD,1039.55,utilities
TX-005-00049,AC-005-CUR,APP-005,2026-02-05,NETFLIX.COM,-11.63,DEB,1027.92,subscriptions
TX-005-00032,AC-005-CUR,APP-005,2026-02-06,BT BROADBAND,-64.0,DD,963.92,utilities
TX-005-00033,AC-005-CUR,APP-005,2026-02-07,CITY COUNCIL TAX,-140.0,DD,823.92,council_tax
TX-005-00046,AC-005-CUR,APP-005,2026-02-07,BET365,-135.98,DEB,687.94,gambling
TX-005-00054,AC-005-CUR,APP-005,2026-02-08,NANDOS,-14.18,DEB,673.76,dining
TX-005-00034,AC-005-CUR,APP-005,2026-02-10,ADMIRAL INSURANCE,-60.0,DD,613.76,insurance
TX-005-00036,AC-005-CUR,APP-005,2026-02-10,TESCO STORES,-115.55,DEB,498.21,groceries
TX-005-00044,AC-005-CUR,APP-005,2026-02-12,LADBROKES,-89.73,DEB,408.48,gambling
TX-005-00047,AC-005-CUR,APP-005,2026-02-12,LADBROKES,-95.96,DEB,312.52,gambling
TX-005-00057,AC-005-CUR,APP-005,2026-02-12,PAYPAL *MRKTPLC 8821,-87.1,DEB,225.42,shopping
TX-005-00055,AC-005-CUR,APP-005,2026-02-13,ASOS,-82.65,DEB,142.77,shopping
TX-005-00050,AC-005-CUR,APP-005,2026-02-14,SPOTIFY,-9.09,DEB,133.68,subscriptions
TX-005-00039,AC-005-CUR,APP-005,2026-02-15,SHELL FUEL,-42.11,DEB,91.57,transport
TX-005-00042,AC-005-CUR,APP-005,2026-02-15,CARFINANCE 247 LOAN,-100.0,DD,-8.43,loan_repayment
TX-005-00037,AC-005-CUR,APP-005,2026-02-17,ASDA SUPERSTORE,-84.34,DEB,-92.77,groceries
TX-005-00048,AC-005-CUR,APP-005,2026-02-17,PADDYPOWER,-47.79,DEB,-140.56,gambling
TX-005-00040,AC-005-CUR,APP-005,2026-02-20,SHELL FUEL,-30.91,DEB,-171.47,transport
TX-005-00051,AC-005-CUR,APP-005,2026-02-20,DELIVEROO,-26.51,DEB,-197.98,dining
TX-005-00056,AC-005-CUR,APP-005,2026-02-21,EBAY,-83.56,DEB,-281.54,shopping
TX-005-00038,AC-005-CUR,APP-005,2026-02-24,MORRISONS,-74.92,DEB,-356.46,groceries
TX-005-00058,AC-005-CUR,APP-005,2026-02-24,ASOS,-46.46,DEB,-402.92,shopping
TX-005-00045,AC-005-CUR,APP-005,2026-02-26,SKYBET,-112.86,DEB,-515.78,gambling
TX-005-00052,AC-005-CUR,APP-005,2026-02-26,NANDOS,-25.14,DEB,-540.92,dining
TX-005-00029,AC-005-CUR,APP-005,2026-02-28,BLUEBIRD MEDIA PAYROLL,2901.37,BGC,2360.45,income
TX-005-00061,AC-005-CUR,APP-005,2026-03-01,RENT LETTINGS DIRECT,-950.0,DD,1410.45,rent_mortgage
TX-005-00066,AC-005-CUR,APP-005,2026-03-03,SUMUP *CORNER MART,-104.57,DEB,1305.88,groceries
TX-005-00082,AC-005-CUR,APP-005,2026-03-03,DELIVEROO,-23.82,DEB,1282.06,dining
TX-005-00084,AC-005-CUR,APP-005,2026-03-03,SQ *BLUE TIT COFFEE,-24.65,DEB,1257.41,dining
TX-005-00062,AC-005-CUR,APP-005,2026-03-05,BRITISH GAS,-96.0,DD,1161.41,utilities
TX-005-00076,AC-005-CUR,APP-005,2026-03-05,BET365,-122.5,DEB,1038.91,gambling
TX-005-00063,AC-005-CUR,APP-005,2026-03-06,THAMES WATER,-64.0,DD,974.91,utilities
TX-005-00075,AC-005-CUR,APP-005,2026-03-06,BET365,-92.73,DEB,882.18,gambling
TX-005-00064,AC-005-CUR,APP-005,2026-03-07,CITY COUNCIL TAX,-140.0,DD,742.18,council_tax
TX-005-00065,AC-005-CUR,APP-005,2026-03-10,ADMIRAL INSURANCE,-60.0,DD,682.18,insurance
TX-005-00067,AC-005-CUR,APP-005,2026-03-10,MORRISONS,-86.18,DEB,596.0,groceries
TX-005-00070,AC-005-CUR,APP-005,2026-03-10,SHELL FUEL,-28.77,DEB,567.23,transport
TX-005-00085,AC-005-CUR,APP-005,2026-03-11,AMAZON.CO.UK,-55.35,DEB,511.88,shopping
TX-005-00080,AC-005-CUR,APP-005,2026-03-12,NETFLIX.COM,-6.82,DEB,505.06,subscriptions
TX-005-00083,AC-005-CUR,APP-005,2026-03-12,PRET A MANGER,-34.67,DEB,470.39,dining
TX-005-00077,AC-005-CUR,APP-005,2026-03-13,BET365,-95.96,DEB,374.43,gambling
TX-005-00079,AC-005-CUR,APP-005,2026-03-13,DISNEY PLUS,-9.05,DEB,365.38,subscriptions
TX-005-00071,AC-005-CUR,APP-005,2026-03-14,SHELL FUEL,-48.68,DEB,316.7,transport
TX-005-00072,AC-005-CUR,APP-005,2026-03-15,LENDINGCO REPAYMENT,-100.0,DD,216.7,loan_repayment
TX-005-00073,AC-005-CUR,APP-005,2026-03-15,LADBROKES,-137.79,DEB,78.91,gambling
TX-005-00074,AC-005-CUR,APP-005,2026-03-15,PADDYPOWER,-66.34,DEB,12.57,gambling
TX-005-00081,AC-005-CUR,APP-005,2026-03-15,DISNEY PLUS,-12.31,DEB,0.26,subscriptions
TX-005-00086,AC-005-CUR,APP-005,2026-03-16,PAYPAL *MRKTPLC 8821,-17.1,DEB,-16.84,shopping
TX-005-00068,AC-005-CUR,APP-005,2026-03-17,TESCO STORES,-78.65,DEB,-95.49,groceries
TX-005-00078,AC-005-CUR,APP-005,2026-03-19,PADDYPOWER,-157.06,DEB,-252.55,gambling
TX-005-00069,AC-005-CUR,APP-005,2026-03-24,SAINSBURYS,-108.2,DEB,-360.75,groceries
TX-005-00060,AC-005-CUR,APP-005,2026-03-28,BLUEBIRD MEDIA PAYROLL,3150.32,BGC,2789.57,income
TX-005-00088,AC-005-CUR,APP-005,2026-04-01,RENT LETTINGS DIRECT,-950.0,DD,1839.57,rent_mortgage
TX-005-00109,AC-005-CUR,APP-005,2026-04-01,NANDOS,-25.86,DEB,1813.71,dining
TX-005-00115,AC-005-CUR,APP-005,2026-04-02,STEAM GAMES,-29.37,DEB,1784.34,entertainment
TX-005-00093,AC-005-CUR,APP-005,2026-04-03,SAINSBURYS,-101.06,DEB,1683.28,groceries
TX-005-00107,AC-005-CUR,APP-005,2026-04-03,AMAZON PRIME,-9.23,DEB,1674.05,subscriptions
TX-005-00089,AC-005-CUR,APP-005,2026-04-05,EDF ENERGY,-96.0,DD,1578.05,utilities
TX-005-00098,AC-005-CUR,APP-005,2026-04-05,TRAINLINE,-40.18,DEB,1537.87,transport
TX-005-00090,AC-005-CUR,APP-005,2026-04-06,BT BROADBAND,-64.0,DD,1473.87,utilities
TX-005-00091,AC-005-CUR,APP-005,2026-04-07,CITY COUNCIL TAX,-140.0,DD,1333.87,council_tax
TX-005-00102,AC-005-CUR,APP-005,2026-04-08,BET365,-179.18,DEB,1154.69,gambling
TX-005-00106,AC-005-CUR,APP-005,2026-04-08,DISNEY PLUS,-9.47,DEB,1145.22,subscriptions
TX-005-00092,AC-005-CUR,APP-005,2026-04-10,DIRECT LINE INSURANCE,-60.0,DD,1085.22,insurance
TX-005-00094,AC-005-CUR,APP-005,2026-04-10,ASDA SUPERSTORE,-95.73,DEB,989.49,groceries
TX-005-00116,AC-005-CUR,APP-005,2026-04-10,STEAM GAMES,-11.23,DEB,978.26,entertainment
TX-005-00100,AC-005-CUR,APP-005,2026-04-13,TRAINLINE,-39.57,DEB,938.69,transport
TX-005-00104,AC-005-CUR,APP-005,2026-04-13,SKYBET,-72.07,DEB,866.62,gambling
TX-005-00101,AC-005-CUR,APP-005,2026-04-15,LENDINGCO REPAYMENT,-100.0,DD,766.62,loan_repayment
TX-005-00103,AC-005-CUR,APP-005,2026-04-16,SKYBET,-129.71,DEB,636.91,gambling
TX-005-00112,AC-005-CUR,APP-005,2026-04-16,DELIVEROO,-11.99,DEB,624.92,dining
TX-005-00114,AC-005-CUR,APP-005,2026-04-16,EBAY,-82.89,DEB,542.03,shopping
TX-005-00095,AC-005-CUR,APP-005,2026-04-17,ALDI,-93.52,DEB,448.51,groceries
TX-005-00111,AC-005-CUR,APP-005,2026-04-17,GREGGS,-25.85,DEB,422.66,dining
TX-005-00110,AC-005-CUR,APP-005,2026-04-19,NANDOS,-13.57,DEB,409.09,dining
TX-005-00113,AC-005-CUR,APP-005,2026-04-19,EBAY,-53.81,DEB,355.28,shopping
TX-005-00097,AC-005-CUR,APP-005,2026-04-23,TRAINLINE,-26.94,DEB,328.34,transport
TX-005-00108,AC-005-CUR,APP-005,2026-04-23,PRET A MANGER,-16.1,DEB,312.24,dining
TX-005-00096,AC-005-CUR,APP-005,2026-04-24,ALDI,-100.84,DEB,211.4,groceries
TX-005-00099,AC-005-CUR,APP-005,2026-04-24,TRAINLINE,-40.24,DEB,171.16,transport
TX-005-00105,AC-005-CUR,APP-005,2026-04-25,DISNEY PLUS,-7.43,DEB,163.73,subscriptions
TX-005-00087,AC-005-CUR,APP-005,2026-04-28,BLUEBIRD MEDIA PAYROLL,2944.03,BGC,3107.76,income
TX-005-00118,AC-005-CUR,APP-005,2026-05-01,RENT PROPERTYCO,-950.0,DD,2157.76,rent_mortgage
TX-005-00141,AC-005-CUR,APP-005,2026-05-02,NANDOS,-17.52,DEB,2140.24,dining
TX-005-00123,AC-005-CUR,APP-005,2026-05-03,SAINSBURYS,-97.79,DEB,2042.45,groceries
TX-005-00143,AC-005-CUR,APP-005,2026-05-03,H AND M,-58.03,DEB,1984.42,shopping
TX-005-00146,AC-005-CUR,APP-005,2026-05-03,ARGOS,-55.2,DEB,1929.22,shopping
TX-005-00119,AC-005-CUR,APP-005,2026-05-05,BT BROADBAND,-96.0,DD,1833.22,utilities
TX-005-00120,AC-005-CUR,APP-005,2026-05-06,VODAFONE MOBILE,-64.0,DD,1769.22,utilities
TX-005-00121,AC-005-CUR,APP-005,2026-05-07,LB COUNCIL TAX,-140.0,DD,1629.22,council_tax
TX-005-00135,AC-005-CUR,APP-005,2026-05-07,AMAZON PRIME,-8.02,DEB,1621.2,subscriptions
TX-005-00142,AC-005-CUR,APP-005,2026-05-08,DELIVEROO,-10.8,DEB,1610.4,dining
TX-005-00122,AC-005-CUR,APP-005,2026-05-10,ADMIRAL INSURANCE,-60.0,DD,1550.4,insurance
TX-005-00124,AC-005-CUR,APP-005,2026-05-10,ALDI,-101.96,DEB,1448.44,groceries
TX-005-00129,AC-005-CUR,APP-005,2026-05-10,STAGECOACH BUS,-27.38,DEB,1421.06,transport
TX-005-00140,AC-005-CUR,APP-005,2026-05-10,NANDOS,-23.03,DEB,1398.03,dining
TX-005-00137,AC-005-CUR,APP-005,2026-05-11,JUST EAT,-24.63,DEB,1373.4,dining
TX-005-00145,AC-005-CUR,APP-005,2026-05-12,ARGOS,-84.57,DEB,1288.83,shopping
TX-005-00134,AC-005-CUR,APP-005,2026-05-14,LADBROKES,-88.08,DEB,1200.75,gambling
TX-005-00148,AC-005-CUR,APP-005,2026-05-14,ODEON,-11.24,DEB,1189.51,entertainment
TX-005-00130,AC-005-CUR,APP-005,2026-05-15,CARFINANCE 247 LOAN,-100.0,DD,1089.51,loan_repayment
TX-005-00131,AC-005-CUR,APP-005,2026-05-16,SKYBET,-112.34,DEB,977.17,gambling
TX-005-00147,AC-005-CUR,APP-005,2026-05-16,STEAM GAMES,-22.48,DEB,954.69,entertainment
TX-005-00125,AC-005-CUR,APP-005,2026-05-17,TESCO STORES,-72.41,DEB,882.28,groceries
TX-005-00127,AC-005-CUR,APP-005,2026-05-17,SUMUP *CITYCABS,-46.16,DEB,836.12,transport
TX-005-00138,AC-005-CUR,APP-005,2026-05-17,NANDOS,-14.8,DEB,821.32,dining
TX-005-00133,AC-005-CUR,APP-005,2026-05-18,LADBROKES,-89.17,DEB,732.15,gambling
TX-005-00139,AC-005-CUR,APP-005,2026-05-18,GREGGS,-23.93,DEB,708.22,dining
TX-005-00128,AC-005-CUR,APP-005,2026-05-21,TRAINLINE,-58.12,DEB,650.1,transport
TX-005-00136,AC-005-CUR,APP-005,2026-05-21,AMAZON PRIME,-6.01,DEB,644.09,subscriptions
TX-005-00132,AC-005-CUR,APP-005,2026-05-22,LADBROKES,-91.62,DEB,552.47,gambling
TX-005-00144,AC-005-CUR,APP-005,2026-05-22,ASOS,-49.88,DEB,502.59,shopping
TX-005-00126,AC-005-CUR,APP-005,2026-05-24,LIDL,-76.31,DEB,426.28,groceries
TX-005-00117,AC-005-CUR,APP-005,2026-05-28,NORTHWIND PLC SALARY,3141.68,BGC,3567.96,income
TX-005-00150,AC-005-CUR,APP-005,2026-06-01,MORTGAGE NATWEST,-950.0,DD,2617.96,rent_mortgage
TX-005-00155,AC-005-CUR,APP-005,2026-06-03,ASDA SUPERSTORE,-86.23,DEB,2531.73,groceries
TX-005-00161,AC-005-CUR,APP-005,2026-06-03,IZ *AIRPORT PARKING,-45.33,DEB,2486.4,transport
TX-005-00151,AC-005-CUR,APP-005,2026-06-05,THAMES WATER,-96.0,DD,2390.4,utilities
TX-005-00152,AC-005-CUR,APP-005,2026-06-06,EDF ENERGY,-64.0,DD,2326.4,utilities
TX-005-00159,AC-005-CUR,APP-005,2026-06-06,STAGECOACH BUS,-39.63,DEB,2286.77,transport
TX-005-00153,AC-005-CUR,APP-005,2026-06-07,LB COUNCIL TAX,-140.0,DD,2146.77,council_tax
TX-005-00160,AC-005-CUR,APP-005,2026-06-09,TRAINLINE,-41.06,DEB,2105.71,transport
TX-005-00163,AC-005-CUR,APP-005,2026-06-09,LADBROKES,-113.04,DEB,1992.67,gambling
TX-005-00173,AC-005-CUR,APP-005,2026-06-09,PRET A MANGER,-9.83,DEB,1982.84,dining
TX-005-00154,AC-005-CUR,APP-005,2026-06-10,AVIVA INSURANCE,-60.0,DD,1922.84,insurance
TX-005-00156,AC-005-CUR,APP-005,2026-06-10,LIDL,-77.52,DEB,1845.32,groceries
TX-005-00176,AC-005-CUR,APP-005,2026-06-10,EBAY,-21.24,DEB,1824.08,shopping
TX-005-00168,AC-005-CUR,APP-005,2026-06-11,NETFLIX.COM,-9.69,DEB,1814.39,subscriptions
TX-005-00177,AC-005-CUR,APP-005,2026-06-13,ARGOS,-83.22,DEB,1731.17,shopping
TX-005-00169,AC-005-CUR,APP-005,2026-06-14,NETFLIX.COM,-7.43,DEB,1723.74,subscriptions
TX-005-00162,AC-005-CUR,APP-005,2026-06-15,CARFINANCE 247 LOAN,-100.0,DD,1623.74,loan_repayment
TX-005-00175,AC-005-CUR,APP-005,2026-06-16,AMAZON.CO.UK,-29.41,DEB,1594.33,shopping
TX-005-00157,AC-005-CUR,APP-005,2026-06-17,TESCO STORES,-92.0,DEB,1502.33,groceries
TX-005-00174,AC-005-CUR,APP-005,2026-06-17,PRET A MANGER,-17.29,DEB,1485.04,dining
TX-005-00178,AC-005-CUR,APP-005,2026-06-17,ODEON,-13.6,DEB,1471.44,entertainment
TX-005-00172,AC-005-CUR,APP-005,2026-06-18,JUST EAT,-23.61,DEB,1447.83,dining
TX-005-00165,AC-005-CUR,APP-005,2026-06-21,BET365,-92.59,DEB,1355.24,gambling
TX-005-00170,AC-005-CUR,APP-005,2026-06-21,NETFLIX.COM,-9.62,DEB,1345.62,subscriptions
TX-005-00164,AC-005-CUR,APP-005,2026-06-22,BET365,-102.94,DEB,1242.68,gambling
TX-005-00167,AC-005-CUR,APP-005,2026-06-22,PADDYPOWER,-119.71,DEB,1122.97,gambling
TX-005-00158,AC-005-CUR,APP-005,2026-06-24,SUMUP *CORNER MART,-91.98,DEB,1030.99,groceries
TX-005-00166,AC-005-CUR,APP-005,2026-06-24,LADBROKES,-95.43,DEB,935.56,gambling
TX-005-00171,AC-005-CUR,APP-005,2026-06-24,JUST EAT,-27.06,DEB,908.5,dining
TX-005-00149,AC-005-CUR,APP-005,2026-06-28,NORTHWIND PLC SALARY,2919.37,BGC,3827.87,income
TX-006-00006,AC-006-CUR,APP-006,2026-01-01,RENT LETTINGS DIRECT,-900.0,DD,442.95,rent_mortgage
TX-006-00022,AC-006-CUR,APP-006,2026-01-01,DELIVEROO,-30.81,DEB,412.14,dining
TX-006-00020,AC-006-CUR,APP-006,2026-01-02,DISNEY PLUS,-11.2,DEB,400.94,subscriptions
TX-006-00011,AC-006-CUR,APP-006,2026-01-03,SAINSBURYS,-104.55,DEB,296.39,groceries
TX-006-00024,AC-006-CUR,APP-006,2026-01-03,NANDOS,-16.92,DEB,279.47,dining
TX-006-00004,AC-006-CUR,APP-006,2026-01-04,UBER PARTNER PAYMENT,252.18,FPI,531.65,income
TX-006-00007,AC-006-CUR,APP-006,2026-01-05,OCTOPUS ENERGY,-90.0,DD,441.65,utilities
TX-006-00001,AC-006-CUR,APP-006,2026-01-06,DELIVEROO RIDER PAY,224.06,FPI,665.71,income
TX-006-00008,AC-006-CUR,APP-006,2026-01-06,BT BROADBAND,-60.0,DD,605.71,utilities
TX-006-00009,AC-006-CUR,APP-006,2026-01-07,LB COUNCIL TAX,-130.0,DD,475.71,council_tax
TX-006-00017,AC-006-CUR,APP-006,2026-01-08,SHELL FUEL,-39.65,DEB,436.06,transport
TX-006-00018,AC-006-CUR,APP-006,2026-01-09,STAGECOACH BUS,-52.67,DEB,383.39,transport
TX-006-00021,AC-006-CUR,APP-006,2026-01-09,SPOTIFY,-8.85,DEB,374.54,subscriptions
TX-006-00026,AC-006-CUR,APP-006,2026-01-09,ARGOS,-76.28,DEB,298.26,shopping
TX-006-00010,AC-006-CUR,APP-006,2026-01-10,ADMIRAL INSURANCE,-55.0,DD,243.26,insurance
TX-006-00012,AC-006-CUR,APP-006,2026-01-10,ASDA SUPERSTORE,-102.58,DEB,140.68,groceries
TX-006-00025,AC-006-CUR,APP-006,2026-01-10,ZTL*STREETFOOD LDN,-20.32,DEB,120.36,dining
TX-006-00015,AC-006-CUR,APP-006,2026-01-15,SHELL FUEL,-51.44,DEB,68.92,transport
TX-006-00019,AC-006-CUR,APP-006,2026-01-15,ZOPA LOAN,-120.0,DD,-51.08,loan_repayment
TX-006-00013,AC-006-CUR,APP-006,2026-01-17,LIDL,-75.96,DEB,-127.04,groceries
TX-006-00016,AC-006-CUR,APP-006,2026-01-17,TFL TRAVEL,-40.71,DEB,-167.75,transport
TX-006-00005,AC-006-CUR,APP-006,2026-01-18,UPWORK PAYOUT,216.1,FPI,48.35,income
TX-006-00023,AC-006-CUR,APP-006,2026-01-21,PRET A MANGER,-27.46,DEB,20.89,dining
TX-006-00027,AC-006-CUR,APP-006,2026-01-21,ODEON,-24.78,DEB,-3.89,entertainment
TX-006-00003,AC-006-CUR,APP-006,2026-01-24,UPWORK PAYOUT,259.48,FPI,255.59,income
TX-006-00014,AC-006-CUR,APP-006,2026-01-24,ASDA SUPERSTORE,-77.05,DEB,178.54,groceries
TX-006-00002,AC-006-CUR,APP-006,2026-01-26,DELIVEROO RIDER PAY,190.91,FPI,369.45,income
TX-006-00032,AC-006-CUR,APP-006,2026-02-01,RENT LETTINGS DIRECT,-900.0,DD,-530.55,rent_mortgage
TX-006-00041,AC-006-CUR,APP-006,2026-02-01,TRAINLINE,-35.34,DEB,-565.89,transport
TX-006-00037,AC-006-CUR,APP-006,2026-02-03,MORRISONS,-76.11,DEB,-642.0,groceries
TX-006-00054,AC-006-CUR,APP-006,2026-02-03,PAYPAL *MRKTPLC 8821,-45.98,DEB,-687.98,shopping
TX-006-00033,AC-006-CUR,APP-006,2026-02-05,VODAFONE MOBILE,-90.0,DD,-777.98,utilities
TX-006-00049,AC-006-CUR,APP-006,2026-02-05,NANDOS,-12.79,DEB,-790.77,dining
TX-006-00051,AC-006-CUR,APP-006,2026-02-05,NANDOS,-13.84,DEB,-804.61,dining
TX-006-00052,AC-006-CUR,APP-006,2026-02-05,ZTL*STREETFOOD LDN,-11.38,DEB,-815.99,dining
TX-006-00031,AC-006-CUR,APP-006,2026-02-06,UBER PARTNER PAYMENT,573.0,FPI,-242.99,income
TX-006-00034,AC-006-CUR,APP-006,2026-02-06,OCTOPUS ENERGY,-60.0,DD,-302.99,utilities
TX-006-00046,AC-006-CUR,APP-006,2026-02-06,AMAZON PRIME,-7.41,DEB,-310.4,subscriptions
TX-006-00035,AC-006-CUR,APP-006,2026-02-07,LB COUNCIL TAX,-130.0,DD,-440.4,council_tax
TX-006-00036,AC-006-CUR,APP-006,2026-02-10,ADMIRAL INSURANCE,-55.0,DD,-495.4,insurance
TX-006-00038,AC-006-CUR,APP-006,2026-02-10,LIDL,-83.98,DEB,-579.38,groceries
TX-006-00057,AC-006-CUR,APP-006,2026-02-10,ODEON,-21.24,DEB,-600.62,entertainment
TX-006-00045,AC-006-CUR,APP-006,2026-02-11,DISNEY PLUS,-7.38,DEB,-608.0,subscriptions
TX-006-00028,AC-006-CUR,APP-006,2026-02-12,UPWORK PAYOUT,378.69,FPI,-229.31,income
TX-006-00055,AC-006-CUR,APP-006,2026-02-12,H AND M,-54.69,DEB,-284.0,shopping
TX-006-00030,AC-006-CUR,APP-006,2026-02-14,DELIVEROO RIDER PAY,591.9,FPI,307.9,income
TX-006-00029,AC-006-CUR,APP-006,2026-02-15,FIVERR PAYOUT,823.07,FPI,1130.97,income
TX-006-00044,AC-006-CUR,APP-006,2026-02-15,CARFINANCE 247 LOAN,-120.0,DD,1010.97,loan_repayment
TX-006-00056,AC-006-CUR,APP-006,2026-02-15,EBAY,-20.08,DEB,990.89,shopping
TX-006-00058,AC-006-CUR,APP-006,2026-02-15,VUE CINEMA,-18.74,DEB,972.15,entertainment
TX-006-00048,AC-006-CUR,APP-006,2026-02-16,DELIVEROO,-27.52,DEB,944.63,dining
TX-006-00039,AC-006-CUR,APP-006,2026-02-17,SAINSBURYS,-106.36,DEB,838.27,groceries
TX-006-00047,AC-006-CUR,APP-006,2026-02-22,DISNEY PLUS,-6.51,DEB,831.76,subscriptions
TX-006-00040,AC-006-CUR,APP-006,2026-02-24,MORRISONS,-86.19,DEB,745.57,groceries
TX-006-00053,AC-006-CUR,APP-006,2026-02-24,NANDOS,-31.93,DEB,713.64,dining
TX-006-00042,AC-006-CUR,APP-006,2026-02-25,TFL TRAVEL,-40.38,DEB,673.26,transport
TX-006-00050,AC-006-CUR,APP-006,2026-02-25,DELIVEROO,-20.6,DEB,652.66,dining
TX-006-00043,AC-006-CUR,APP-006,2026-02-26,SUMUP *CITYCABS,-36.41,DEB,616.25,transport
TX-006-00062,AC-006-CUR,APP-006,2026-03-01,MORTGAGE NATWEST,-900.0,DD,-283.75,rent_mortgage
TX-006-00082,AC-006-CUR,APP-006,2026-03-02,ASOS,-61.05,DEB,-344.8,shopping
TX-006-00067,AC-006-CUR,APP-006,2026-03-03,ALDI,-65.02,DEB,-409.82,groceries
TX-006-00063,AC-006-CUR,APP-006,2026-03-05,BT BROADBAND,-90.0,DD,-499.82,utilities
TX-006-00073,AC-006-CUR,APP-006,2026-03-05,STAGECOACH BUS,-44.52,DEB,-544.34,transport
TX-006-00064,AC-006-CUR,APP-006,2026-03-06,BT BROADBAND,-60.0,DD,-604.34,utilities
TX-006-00061,AC-006-CUR,APP-006,2026-03-07,UBER PARTNER PAYMENT,1073.85,FPI,469.51,income
TX-006-00065,AC-006-CUR,APP-006,2026-03-07,LB COUNCIL TAX,-130.0,DD,339.51,council_tax
